cementstone_formation	is_member_of	farne_group
blakeney_formation	has_age	upper_permian
reefal_depositional_environment	type	marine_depositional_environment
zechsteinkalk_formation	constituted_by	mudstone
carrack_formation	located_in	central_north_sea
middle_triassic_epoch	sub_class_of	triassic_period
beatrice_formation	deposited_in	marine_depositional_environment
hopeman_sandstone_formation	located_in	central_north_sea
pentland_formation	deposited_in	continental_depositional_environment
stotfield_calcrete_formation	located_in	central_north_sea
jurassic_period	sub_class_of	mesozoic_era
pentland_formation	contains	pollen_spores
beach_depositional_environment	sub_class_of	transitional_depositional_environment
westoe_coal_formation	constituted_by	coal
banks_group	type	lithostratigraphic_unit
aller_halite_formation	constituted_by	mudstone
pegmatitanhydrit_formation	located_in	southern_north_sea
turbot_anhydrite_formation	deposited_in	transitional_depositional_environment
rock	sub_class_of	matter
grenzanhydrit_formation	has_age	upper_permian
tidal_flat_depositional_environment	type	tidal_depositional_environment
volcanic_tuff	type	igneous_extrusive_rock
upper_carboniferous	type	carboniferous_period
statfjord_formation	constituted_by	sandstone
rannoch_formation	deposited_in	marine_depositional_environment
emerald_formation	constituted_by	siltstone
calcareous_nannofossils	type	calcareous_fossil
quaternary	type	quaternary_period
fell_sandstone_formation	is_member_of	farne_group
flounder_formation	has_age	upper_cretaceous
jorsalfare_formation	has_age	upper_cretaceous
inner_shelf_depositional_environment	type	marine_depositional_environment
shetland_group	type	lithostratigraphic_unit
mackerel_formation	type	lithostratigraphic_unit
brae_formation	constituted_by	mudstone
britannia_sandstone_formation	located_in	central_north_sea
halibut_carbonate_formation	located_in	northern_north_sea
findhorn_formation	constituted_by	sandstone
halibut_carbonate_formation	located_in	southern_north_sea
rotliegend_group	type	lithostratigraphic_unit
darwin_formation	located_in	northern_north_sea
beauly_formation	is_member_of	moray_group
macbeth_formation	constituted_by	mudstone
bunter_sandstone_formation	constituted_by	sandstone
brora_coal_formation	constituted_by	coal
silicoflagellates	type	organic_walled_fossil
marl	type	sedimentary_rock
bosies_bank_formation	is_member_of	zechstein_group
dornoch_formation	contains	diatoms
cementstone_formation	deposited_in	continental_depositional_environment
lossiehead_formation	has_age	triassic
abyssal_fan	type	deep_marine_depositional_environment
fulmar_formation	has_age	upper_jurassic
metamorphic_rock	sub_class_of	rock
metamorphic_foliated_rock	sub_class_of	metamorphic_rock
deep_marine_depositional_environment	type	deep_marine_depositional_environment
upper_jurassic_epoch	sub_class_of	jurassic_period
beauly_formation	constituted_by	sandstone
permian	type	permian_period
lower_shoreface_depositional_environment	type	beach_depositional_environment
cementstone_formation	constituted_by	sandstone
halite	type	sedimentary_rock
kyrre_formation	deposited_in	marine_depositional_environment
broom_formation	located_in	northern_north_sea
marine_depositional_environment	sub_class_of	depositional_environment
tarbert_formation	is_member_of	brent_group
triton_formation	is_member_of	haisborough_group
bowland_shale_formation	constituted_by	mudstone
brae_formation	type	lithostratigraphic_unit
coal	type	sedimentary_rock
whitehurst_group	type	lithostratigraphic_unit
kupferschiefer_formation	located_in	northern_north_sea
smith_bank_formation	type	lithostratigraphic_unit
sedimentary_rocks	type	sedimentary_rock
bosies_bank_formation	constituted_by	mudstone
plattendolomit_formation	has_age	upper_permian
quartzite	type	metamorphic_non_foliated_rock
moray_group	type	lithostratigraphic_unit
brora_coal_formation	constituted_by	sandstone
amundsen_formation	constituted_by	mudstone
britannia_sandstone_formation	is_member_of	cromer_knoll_group
permian_period	sub_class_of	paleozoic_era
statfjord_formation	has_age	lower_jurassic
kyrre_formation	is_member_of	shetland_group
uppershoreface_depositional_environment	type	beach_depositional_environment
drake_formation	type	lithostratigraphic_unit
volcanic_depositional_environment	type	volcanic_depositional_environment
mesozoic_era	sub_class_of	phanerozoic_eon
speke_formation	deposited_in	continental_depositional_environment
glacial_depositional_environment	type	glacial_depositional_environment
balder_formation	constituted_by	mudstone
lower_coastal_plain	type	transitional_depositional_environment
tor_formation	type	lithostratigraphic_unit
dudgeon_formation	constituted_by	mudstone
beauly_formation	constituted_by	coal
yoredale_formation	is_member_of	farne_group
stassfurt_halite_formation	type	lithostratigraphic_unit
marble	type	metamorphic_non_foliated_rock
fluvio_lacustrine_depositional_environment	type	lacustrine_depositional_environment
werraanhydrit_formation	has_age	upper_permian
slate	type	metamorphic_foliated_rock
grauer_salzton_formation	located_in	southern_north_sea
abyssal_channel	type	deep_marine_depositional_environment
cook_formation	constituted_by	siltstone
herring_formation	type	lithostratigraphic_unit
prodelta_depositional_environment	type	deltaic_depositional_environment
grauer_salzton_formation	is_member_of	zechstein_group
bowland_shale_formation	type	lithostratigraphic_unit
wick_sandstone_formation	contains	calcareous_nannofossils
tarbert_formation	constituted_by	sandstone
stassfurt_halite_formation	deposited_in	continental_depositional_environment
beauly_formation	type	lithostratigraphic_unit
yoredale_formation	constituted_by	mudstone
leine_halite_formation	located_in	southern_north_sea
rannoch_formation	has_age	middle_jurassic
schooner_formation	constituted_by	coal
broom_formation	deposited_in	transitional_depositional_environment
organic_rich_shale	type	sedimentary_rock
delta_front_depositional_environment	type	deltaic_depositional_environment
cormorant_formation	deposited_in	continental_depositional_environment
lower_cretaceous_epoch	sub_class_of	cretaceous_period
pentland_formation	constituted_by	mudstone
piper_formation	type	lithostratigraphic_unit
wick_sandstone_formation	has_age	lower_cretaceous
upper_triassic	type	upper_triassic_epoch
haisborough_group	type	lithostratigraphic_unit
upper_jurassic	type	upper_jurassic_epoch
diorite	type	igneous_intrusive_rock
bunter_sandstone_formation	constituted_by	mudstone
emerald_formation	is_member_of	humemberer_group
etive_formation	has_age	middle_jurassic
hugin_formation	deposited_in	continental_depositional_environment
zechsteinkalk_formation	type	lithostratigraphic_unit
macbeth_formation	located_in	northern_north_sea
cromer_knoll_group	type	lithostratigraphic_unit
hopeman_sandstone_formation	type	lithostratigraphic_unit
gneiss	type	metamorphic_foliated_rock
svarte_formation	deposited_in	marine_depositional_environment
breccia	type	sedimentary_rock
glacial_depositional_environment	sub_class_of	depositional_environment
triton_formation	constituted_by	mudstone
balder_formation	type	lithostratigraphic_unit
schist	type	metamorphic_foliated_rock
fraserburgh_formation	type	lithostratigraphic_unit
mains_formation	deposited_in	marine_depositional_environment
bowland_shale_formation	constituted_by	limestone
nansen_formation	type	lithostratigraphic_unit
findhorn_formation	has_age	permian
upper_coastal_plain	type	transitional_depositional_environment
rodby_formation	has_age	lower_cretaceous
stronsay_group	type	lithostratigraphic_unit
fell_sandstone_formation	constituted_by	sandstone
bowland_shale_formation	located_in	southern_north_sea
shelf_depositional_environment	type	marine_depositional_environment
tidal_platform	type	tidal_depositional_environment
caister_coal_formation	deposited_in	transitional_depositional_environment
valhall_formation	deposited_in	marine_depositional_environment
emerald_formation	constituted_by	sandstone
open_marine	type	marine_depositional_environment
alluvial_fan	type	alluvial_depositional_environment
darwin_formation	deposited_in	marine_depositional_environment
darwin_formation	constituted_by	siltstone
wick_sandstone_formation	constituted_by	siltstone
dowsing_formation	constituted_by	mudstone
dowsing_formation	is_member_of	haisborough_group
grauer_salzton_formation	has_age	upper_permian
dunlin_group	type	lithostratigraphic_unit
pollen_spores	type	siliceous_fossil
kyrre_formation	type	lithostratigraphic_unit
maureen_formation	contains	foraminifera
dudgeon_formation	located_in	southern_north_sea
emerald_formation	contains	palynomorphs
tay_sandstone_member	type	lithostratigraphic_unit
hopeman_sandstone_formation	constituted_by	sandstone
brae_formation	has_age	upper_jurassic
mousa_formation	constituted_by	sandstone
shearwater_salt_formation	type	lithostratigraphic_unit
bunter_sandstone_formation	has_age	lower_triassic
scoria	type	igneous_extrusive_rock
cook_formation	is_member_of	dunlin_group
cementstone_formation	has_age	lower_carboniferous
heather_formation	constituted_by	mudstone
piper_formation	has_age	upper_jurassic
fluvial_depositional_environment	type	fluvial_depositional_environment
basalanhydrit_formation	constituted_by	anhydrite
lower_triassic_epoch	sub_class_of	triassic_period
millstone_grit_formation	constituted_by	sandstone
yoredale_formation	located_in	southern_north_sea
pentland_formation	located_in	northern_north_sea
grenzanhydrit_formation	is_member_of	zechstein_group
jurassic	type	jurassic_period
shallow_marine_to_deep_marine_depositional_environment	type	deep_marine_depositional_environment
hauptdolomit_formation	located_in	southern_north_sea
grenzanhydrit_formation	located_in	southern_north_sea
lista_formation	has_age	paleocene
carboniferous	type	carboniferous_period
middle_jurassic	has_direct_next	upper_jurassic
horda_formation	has_age	eocene
radiolarians	type	organic_walled_fossil
brora_coal_formation	located_in	central_north_sea
cook_formation	constituted_by	mudstone
chitinozoans	type	siliceous_fossil
stotfield_calcrete_formation	deposited_in	continental_depositional_environment
speke_formation	is_member_of	dunlin_group
rodby_formation	located_in	central_north_sea
basalt	type	igneous_extrusive_rock
hugin_formation	located_in	northern_north_sea
pentland_formation	constituted_by	volcanic_deposits
carbonate	type	sedimentary_rock
balder_formation	located_in	northern_north_sea
beach_depositional_environment	type	beach_depositional_environment
lossiehead_formation	constituted_by	mudstone
sandstone	type	sedimentary_rock
brora_coal_formation	type	lithostratigraphic_unit
hugin_formation	contains	palynomorphs
rodby_formation	is_member_of	cromer_knoll_group
rotersalzton_formation	deposited_in	continental_depositional_environment
hugin_formation	constituted_by	siltstone
conybeare_group	type	lithostratigraphic_unit
igneous_extrusive_rock	sub_class_of	igneous_rock
skagerrak_formation	type	lithostratigraphic_unit
halibut_carbonate_formation	deposited_in	marine_depositional_environment
statfjord_formation	is_member_of	banks_group
millstone_grit_formation	located_in	southern_north_sea
lower_triassic	type	lower_triassic_epoch
valhall_formation	is_member_of	cromer_knoll_group
hauptanhydrit_formation	deposited_in	transitional_depositional_environment
andesite	type	igneous_extrusive_rock
macbeth_formation	deposited_in	marine_depositional_environment
bosies_bank_formation	constituted_by	siltstone
bowland_shale_formation	has_age	mid_carboniferous
findhorn_formation	is_member_of	rotliegend_group
lark_formation	constituted_by	mudstone
carrack_formation	deposited_in	marine_depositional_environment
dudgeon_formation	type	lithostratigraphic_unit
shearwater_salt_formation	is_member_of	zechstein_group
volcanic_deposits	type	igneous_extrusive_rock
beauly_formation	located_in	northern_north_sea
aller_halite_formation	constituted_by	halite
basalanhydrit_formation	has_age	upper_permian
upper_triassic_epoch	sub_class_of	triassic_period
inge_volcanic_deposits_formation	is_member_of	rotliegend_group
britannia_sandstone_formation	has_age	lower_cretaceous
triassic	type	triassic_period
tor_formation	is_member_of	chalk_group
clinoforms	type	deltaic_depositional_environment
skade_formation	deposited_in	marine_depositional_environment
auk_formation	is_member_of	rotliegend_group
dornoch_formation	deposited_in	transitional_depositional_environment
caister_coal_formation	constituted_by	sandstone
schooner_formation	is_member_of	conybeare_group
dornoch_formation	located_in	northern_north_sea
shallow_marine_to_deep_marine_depositional_environment	type	shallow_marine_depositional_environment
ladys_walk_formation	is_member_of	dunrobin_bay_group
aller_halite_formation	is_member_of	zechstein_group
hauptdolomit_formation	deposited_in	marine_depositional_environment
phyllite	type	metamorphic_foliated_rock
upper_cretaceous_epoch	sub_class_of	cretaceous_period
lista_formation	deposited_in	marine_depositional_environment
lower_jurassic	type	lower_jurassic_epoch
lower_cretaceous	has_direct_next	upper_cretaceous
cormorant_formation	located_in	northern_north_sea
plattendolomit_formation	type	lithostratigraphic_unit
caister_coal_formation	type	lithostratigraphic_unit
jorsalfare_formation	is_member_of	shetland_group
conglomerate	type	sedimentary_rock
millstone_grit_formation	constituted_by	mudstone
brig_formation	has_age	upper_carboniferous
brae_formation	located_in	central_north_sea
middle_triassic	type	middle_triassic_epoch
stassfurt_halite_formation	is_member_of	zechstein_group
shearwater_salt_formation	located_in	central_north_sea
lossiehead_formation	is_member_of	heron_group
carrack_formation	has_age	lower_cretaceous
mousa_formation	type	lithostratigraphic_unit
paleocene	type	paleogene_period
delta	type	deltaic_depositional_environment
pentland_formation	deposited_in	fluvio_deltaic_depositional_environment
shale	type	sedimentary_rock
coaly_shale	type	sedimentary_rock
drake_formation	has_age	lower_jurassic
werraanhydrit_formation	type	lithostratigraphic_unit
wick_sandstone_formation	is_member_of	cromer_knoll_group
caister_coal_formation	has_age	upper_carboniferous
balder_formation	has_age	eocene
turbot_anhydrite_formation	constituted_by	anhydrite
zechstein_group	type	lithostratigraphic_unit
pegmatitanhydrit_formation	deposited_in	transitional_depositional_environment
sedimentary_rock	sub_class_of	rock
horda_formation	constituted_by	sandstone
amundsen_formation	is_member_of	dunlin_group
westoe_coal_formation	constituted_by	mudstone
fraserburgh_formation	is_member_of	rotliegend_group
svarte_formation	has_age	upper_cretaceous
oligocene	type	paleogene_period
stassfurt_halite_formation	constituted_by	halite
anhydrite	type	sedimentary_rock
orrin_formation	deposited_in	transitional_depositional_environment
basalanhydrit_formation	located_in	southern_north_sea
plattendolomit_formation	located_in	southern_north_sea
agglutinated_fossil	sub_class_of	fossil
ness_formation	constituted_by	sandstone
middle_jurassic	type	middle_jurassic_epoch
grenzanhydrit_formation	deposited_in	continental_depositional_environment
middle_jurassic_epoch	sub_class_of	jurassic_period
neogene_period	sub_class_of	cenozoic_era
bosies_bank_formation	has_age	upper_permian
lossiehead_formation	located_in	central_north_sea
cretaceous_period	sub_class_of	mesozoic_era
shearwater_salt_formation	deposited_in	transitional_depositional_environment
darwin_formation	type	lithostratigraphic_unit
heather_formation	contains	foraminifera
wick_sandstone_formation	located_in	central_north_sea
zechsteinkalk_formation	has_age	upper_permian
cook_formation	located_in	northern_north_sea
stotfield_calcrete_formation	constituted_by	limestone
pegmatitanhydrit_formation	is_member_of	zechstein_group
cormorant_formation	is_member_of	heron_group
caister_coal_formation	located_in	southern_north_sea
brae_formation	constituted_by	conglomerate
foreshore_depositional_environment	type	beach_depositional_environment
skagerrak_formation	is_member_of	heron_group
mains_formation	type	lithostratigraphic_unit
marine_depositional_environment	type	marine_depositional_environment
triton_formation	type	lithostratigraphic_unit
tay_sandstone_member	deposited_in	marine_depositional_environment
scremerston_formation	is_member_of	farne_group
britannia_sandstone_formation	constituted_by	mudstone
orrin_formation	constituted_by	sandstone
dornoch_formation	has_age	eocene
grauer_salzton_formation	deposited_in	marine_depositional_environment
lithostratigraphic_unit	sub_class_of	geological_unit
evaporites	type	sedimentary_rock
salt	type	sedimentary_rock
agglutinated_foraminifera	type	agglutinated_fossil
tarbert_formation	has_age	middle_jurassic
hauptdolomit_formation	has_age	upper_permian
farne_group	type	lithostratigraphic_unit
lower_jurassic_epoch	sub_class_of	jurassic_period
skagerrak_formation	constituted_by	mudstone
turbot_anhydrite_formation	located_in	southern_north_sea
werraanhydrit_formation	constituted_by	halite
triassic_period	sub_class_of	mesozoic_era
humemberer_group	type	lithostratigraphic_unit
deltaic_depositional_environment	sub_class_of	transitional_depositional_environment
gabbro	type	igneous_intrusive_rock
emerald_formation	deposited_in	marine_depositional_environment
rodby_formation	deposited_in	marine_depositional_environment
paleozoic_era	sub_class_of	phanerozoic_eon
scremerston_formation	constituted_by	sandstone
lower_carboniferous	type	carboniferous_period
dudgeon_formation	has_age	mid_triassic
fladen_group	type	lithostratigraphic_unit
skagerrak_formation	has_age	upper_triassic
ostracods	type	calcareous_fossil
millstone_grit_formation	has_age	mid_carboniferous
beauly_formation	deposited_in	transitional_depositional_environment
obsidian	type	igneous_extrusive_rock
flounder_formation	deposited_in	marine_depositional_environment
orrin_formation	is_member_of	dunrobin_bay_group
bunter_shale_formation	located_in	southern_north_sea
stassfurt_halite_formation	has_age	upper_permian
lossiehead_formation	type	lithostratigraphic_unit
chalk	type	sedimentary_rock
brora_coal_formation	constituted_by	mudstone
cenozoic_era	sub_class_of	phanerozoic_eon
subtidal_platform	type	tidal_depositional_environment
broom_formation	type	lithostratigraphic_unit
zechsteinkalk_formation	constituted_by	dolostone
statfjord_formation	deposited_in	continental_depositional_environment
bunter_shale_formation	has_age	lower_triassic
palynomorphs	type	siliceous_fossil
valhall_formation	has_age	lower_cretaceous
scremerston_formation	deposited_in	transitional_depositional_environment
jorsalfare_formation	constituted_by	limestone
brae_formation	is_member_of	humemberer_group
plattendolomit_formation	deposited_in	marine_depositional_environment
fluvial_channel	type	fluvial_depositional_environment
lagoonal_depositional_environment	type	lagoonal_depositional_environment
rannoch_formation	located_in	northern_north_sea
upper_cretaceous	type	upper_cretaceous_epoch
aller_halite_formation	has_age	upper_permian
lower_jurassic	has_direct_next	middle_jurassic
amundsen_formation	contains	palynomorphs
calcareous_fossil	sub_class_of	fossil
emerald_formation	has_age	upper_jurassic
metamorphic_non_foliated_rock	sub_class_of	metamorphic_rock
hauptdolomit_formation	type	lithostratigraphic_unit
non_foliated_rocks	type	metamorphic_non_foliated_rock
svarte_formation	constituted_by	limestone
heron_group	type	lithostratigraphic_unit
ladys_walk_formation	constituted_by	mudstone
schooner_formation	constituted_by	mudstone
plattendolomit_formation	constituted_by	mudstone
blakeney_formation	constituted_by	anhydrite
fluvio_lacustrine_depositional_environment	type	fluvial_depositional_environment
upper_permian	type	permian_period
montrose_group	type	lithostratigraphic_unit
statfjord_formation	type	lithostratigraphic_unit
bunter_sandstone_formation	is_member_of	bacton_group
smith_bank_formation	deposited_in	continental_depositional_environment
millstone_grit_formation	deposited_in	marine_depositional_environment
hidra_formation	deposited_in	marine_depositional_environment
basalanhydrit_formation	constituted_by	dolostone
hidra_formation	type	lithostratigraphic_unit
phosphatic_fossil	sub_class_of	fossil
pumice	type	igneous_extrusive_rock
herring_formation	constituted_by	limestone
valhall_formation	type	lithostratigraphic_unit
hidra_formation	constituted_by	limestone
smith_bank_formation	is_member_of	heron_group
orrin_formation	has_age	lower_jurassic
turbidity-flow_deposit	type	deep_marine_depositional_environment
scolt_head_formation	located_in	southern_north_sea
hidra_formation	is_member_of	chalk_group
smith_bank_formation	has_age	lower_triassic
aller_halite_formation	type	lithostratigraphic_unit
fraserburgh_formation	constituted_by	siltstone
blakeney_formation	is_member_of	zechstein_group
heather_formation	has_age	upper_jurassic
brora_coal_formation	contains	dinoflagellates
upper_triassic	has_direct_next	lower_jurassic
fossil	sub_class_of	matter
amundsen_formation	constituted_by	siltstone
hugin_formation	constituted_by	sandstone
piper_formation	is_member_of	humemberer_group
skagerrak_formation	constituted_by	sandstone
tay_sandstone_member	located_in	central_north_sea
turbot_anhydrite_formation	is_member_of	zechstein_group
sele_formation	deposited_in	transitional_depositional_environment
scremerston_formation	constituted_by	mudstone
lossiehead_formation	constituted_by	siltstone
scremerston_formation	type	lithostratigraphic_unit
darwin_formation	is_member_of	dunlin_group
bosies_bank_formation	constituted_by	sandstone
grid_sandstone_member	is_member_of	stronsay_group
foraminifera	type	calcareous_fossil
flounder_formation	located_in	northern_north_sea
halibut_carbonate_formation	is_member_of	zechstein_group
dolostone	type	sedimentary_rock
cook_formation	has_age	lower_jurassic
spiculite	type	sedimentary_rock
pentland_formation	has_age	middle_jurassic
mackerel_formation	deposited_in	marine_depositional_environment
skade_formation	is_member_of	westray_group
aeolian_depositional_environment	sub_class_of	continental_depositional_environment
outer_shelf_depositional_environment	type	marine_depositional_environment
slope_depositional_environment	type	marine_depositional_environment
bunter_shale_formation	constituted_by	shale
lower_triassic	has_direct_next	middle_triassic
jorsalfare_formation	located_in	northern_north_sea
beauly_formation	contains	palynomorphs
phanerozoic_eon	sub_class_of	geochronologic_time
findhorn_formation	located_in	central_north_sea
horda_formation	is_member_of	stronsay_group
dowsing_formation	constituted_by	halite
inge_volcanic_deposits_formation	deposited_in	continental_depositional_environment
dacite	type	igneous_extrusive_rock
werraanhydrit_formation	constituted_by	anhydrite
organic_walled_fossil	sub_class_of	fossil
halibut_carbonate_formation	has_age	upper_permian
dornoch_formation	is_member_of	moray_group
drake_formation	deposited_in	marine_depositional_environment
mackerel_formation	has_age	upper_cretaceous
scremerston_formation	constituted_by	siltstone
caister_coal_formation	is_member_of	conybeare_group
rannoch_formation	type	lithostratigraphic_unit
rhyolite	type	igneous_extrusive_rock
igneous_rock	sub_class_of	rock
smith_bank_formation	constituted_by	mudstone
ekofisk_formation	constituted_by	limestone
fell_sandstone_formation	located_in	southern_north_sea
brig_formation	type	lithostratigraphic_unit
herring_formation	is_member_of	chalk_group
mudstone	type	sedimentary_rock
jorsalfare_formation	type	lithostratigraphic_unit
westoe_coal_formation	deposited_in	transitional_depositional_environment
peridotite	type	igneous_intrusive_rock
broom_formation	is_member_of	brent_group
carboniferous_period	sub_class_of	paleozoic_era
speke_formation	contains	pollen_spores
scremerston_formation	located_in	southern_north_sea
burton_formation	deposited_in	marine_depositional_environment
inge_volcanic_deposits_formation	has_age	lower_permian
fulmar_formation	type	lithostratigraphic_unit
fraserburgh_formation	located_in	central_north_sea
schooner_formation	constituted_by	sandstone
skade_formation	has_age	oligocene
horda_formation	constituted_by	mudstone
scolt_head_formation	constituted_by	anhydrite
speke_formation	located_in	northern_north_sea
macbeth_formation	has_age	upper_cretaceous
svarte_formation	located_in	northern_north_sea
lacustrine_depositional_environment	sub_class_of	continental_depositional_environment
coastal_to_shallow_marine_depositional_environment	type	marine_depositional_environment
granite	type	igneous_intrusive_rock
maureen_formation	type	lithostratigraphic_unit
bosies_bank_formation	located_in	northern_north_sea
ekofisk_formation	is_member_of	chalk_group
golspie_formation	has_age	lower_jurassic
emerald_formation	located_in	northern_north_sea
hauptanhydrit_formation	located_in	southern_north_sea
brent_group	type	lithostratigraphic_unit
flounder_formation	type	lithostratigraphic_unit
fluvio_deltaic_depositional_environment	type	fluvial_depositional_environment
upper_jurassic	has_direct_next	lower_cretaceous
orrin_formation	located_in	central_north_sea
pentland_formation	is_member_of	fladen_group
acritarchs	type	siliceous_fossil
andesite_lava	type	igneous_extrusive_rock
mackerel_formation	constituted_by	limestone
statfjord_formation	constituted_by	mudstone
bacton_group	type	lithostratigraphic_unit
ness_formation	constituted_by	coal
bowland_shale_formation	is_member_of	whitehurst_group
skade_formation	constituted_by	sandstone
hugin_formation	has_age	middle_jurassic
etive_formation	constituted_by	sandstone
beatrice_formation	constituted_by	sandstone
speke_formation	has_age	lower_jurassic
tay_sandstone_member	is_member_of	stronsay_group
mains_formation	constituted_by	sandstone
pentland_formation	contains	palynomorphs
beatrice_formation	is_member_of	fladen_group
dinoflagellates	type	siliceous_fossil
heather_formation	type	lithostratigraphic_unit
kupferschiefer_formation	type	lithostratigraphic_unit
lower_cretaceous	type	lower_cretaceous_epoch
maureen_formation	located_in	northern_north_sea
skagerrak_formation	located_in	northern_north_sea
stotfield_calcrete_formation	constituted_by	mudstone
middle_triassic	has_direct_next	upper_triassic
bunter_shale_formation	constituted_by	mudstone
auk_formation	located_in	central_north_sea
burton_formation	is_member_of	dunlin_group
orrin_formation	constituted_by	siltstone
mains_formation	contains	pollen_spores
shearwater_salt_formation	constituted_by	halite
piper_formation	constituted_by	sandstone
tidal_depositional_environment	sub_class_of	transitional_depositional_environment
alluvial_channel	type	alluvial_depositional_environment
tuff	type	igneous_extrusive_rock
dunrobin_bay_group	type	lithostratigraphic_unit
brig_formation	is_member_of	conybeare_group
schooner_formation	located_in	southern_north_sea
heather_formation	constituted_by	siltstone
fluvial_depositional_environment	sub_class_of	continental_depositional_environment
lista_formation	located_in	northern_north_sea
macbeth_formation	is_member_of	shetland_group
quaternary_period	sub_class_of	cenozoic_era
brae_formation	deposited_in	marine_depositional_environment
stassfurt_halite_formation	constituted_by	anhydrite
westray_group	type	lithostratigraphic_unit
blakeney_formation	constituted_by	sandstone
dudgeon_formation	constituted_by	halite
etive_formation	deposited_in	transitional_depositional_environment
wick_sandstone_formation	constituted_by	mudstone
halibut_carbonate_formation	constituted_by	dolostone
aeolian_depositional_environment	type	aeolian_depositional_environment
millstone_grit_formation	constituted_by	siltstone
eocene	type	paleogene_period
siliceous_fossil	sub_class_of	fossil
siltstone	type	sedimentary_rock
lossiehead_formation	constituted_by	sandstone
tarbert_formation	deposited_in	marine_depositional_environment
statfjord_formation	constituted_by	siltstone
skade_formation	type	lithostratigraphic_unit
grenzanhydrit_formation	constituted_by	anhydrite
grid_sandstone_member	deposited_in	marine_depositional_environment
lista_formation	is_member_of	montrose_group
dornoch_formation	constituted_by	sandstone
fluvio_deltaic_depositional_environment	type	deltaic_depositional_environment
flounder_formation	constituted_by	mudstone
pegmatitanhydrit_formation	constituted_by	anhydrite
smith_bank_formation	located_in	northern_north_sea
stotfield_calcrete_formation	is_member_of	heron_group
igneous_intrusive_rock	sub_class_of	igneous_rock
lista_formation	constituted_by	mudstone
halibut_carbonate_formation	type	lithostratigraphic_unit
cretaceous	type	cretaceous_period
blakeney_formation	deposited_in	transitional_depositional_environment
chert	type	sedimentary_rock
westoe_coal_formation	located_in	southern_north_sea
scolt_head_formation	constituted_by	mudstone
chalk_group	type	lithostratigraphic_unit
kupferschiefer_formation	deposited_in	marine_depositional_environment
